Algorithm,TotalCloudlets,Violations,ViolationPct,Tier1,Tier2,Tier3,AvgTardiness,MaxTardiness,PowerConsumption,TotalTimeTaken
ACO_Multiple_Runs_128times_18,240,5,2.08,3,2,0,0.51,1.08,525.73,587.06
ACO_Multiple_Runs_128times_18,240,1,0.42,1,0,0,2.10,2.10,507.73,587.06
ACO_Multiple_Runs_128times_18,240,4,1.67,4,0,0,0.43,0.58,496.42,587.06
ACO_Multiple_Runs_128times_18,240,1,0.42,1,0,0,0.16,0.16,477.53,587.06
ACO_Multiple_Runs_128times_18,240,3,1.25,3,0,0,0.41,0.82,454.73,587.06
ACO_Multiple_Runs_128times_18,240,2,0.83,2,0,0,13.13,26.02,425.54,587.06
ACO_Multiple_Runs_128times_18,240,2,0.83,2,0,0,0.27,0.49,412.70,587.06
ACO_Multiple_Runs_128times_18,240,3,1.25,2,1,0,17.50,52.14,383.69,587.06
ACO_Multiple_Runs_128times_18,240,4,1.67,2,2,0,9.23,34.94,363.87,587.06
ACO_Multiple_Runs_128times_18,240,4,1.67,4,0,0,0.34,0.52,351.77,587.06
ACO_Multiple_Runs_128times_18,240,3,1.25,1,2,0,35.99,71.51,340.79,587.06
ACO_Multiple_Runs_128times_18,240,8,3.33,5,3,0,1.06,2.53,330.51,587.06
ACO_Multiple_Runs_128times_18,240,4,1.67,2,2,0,3.01,9.38,310.86,587.06
ACO_Multiple_Runs_128times_18,240,7,2.92,5,2,0,0.64,1.08,302.10,587.06
ACO_Multiple_Runs_128times_18,240,5,2.08,4,1,0,15.17,75.13,298.86,587.06
ACO_Multiple_Runs_128times_18,240,5,2.08,5,0,0,4.03,18.62,289.82,587.06
ACO_Multiple_Runs_128times_18,240,0,0.00,0,0,0,0.00,0.00,275.41,587.06
ACO_Multiple_Runs_128times_18,240,18,7.50,15,3,0,20.41,131.62,260.68,587.06
